iter	Logloss
148	0.1788340221
149	0.1775477125
150	0.1765598851
151	0.1754777882
152	0.1746312972
153	0.1738535221
154	0.1729229333
155	0.1719651635
156	0.1711555729
157	0.1703433119
158	0.1696275545
159	0.1686620074
160	0.1676936423
161	0.1668303463
162	0.1660546069
163	0.1653968756
164	0.1645970504
165	0.163584041
166	0.1627741655
167	0.1620759569
168	0.1609991199
169	0.1598991113
170	0.1589214877
171	0.1582600966
172	0.1574716073
173	0.1564582346
174	0.1555861646
175	0.1546358087
176	0.1536089324
177	0.1528093078
178	0.1520554106
179	0.1513059326
180	0.1503767343
181	0.1498034323
182	0.14926075
183	0.148612699
184	0.1480990511
185	0.1472259022
186	0.1466925417
187	0.1461007188
188	0.1453574014
189	0.1443792821
190	0.1435947933
191	0.1430272904
192	0.1424221327
193	0.1417004651
194	0.1411641082
195	0.140649834
196	0.1400707141
197	0.1394306421
198	0.1388526367
199	0.1382528571
200	0.1375864634
201	0.1368149554
202	0.1364125744
203	0.1358126274
204	0.1351334161
205	0.1345069015
206	0.1337301472
207	0.1329513052
208	0.1323539103
209	0.1318330723
210	0.1312091247
211	0.1305228321
212	0.1299016519
213	0.1295756611
214	0.1290875017
215	0.128490889
216	0.1280258832
217	0.1272123006
218	0.1264393746
219	0.1257818717
220	0.1251925374
221	0.1246251784
222	0.1240964142
223	0.1235083396
224	0.1231099948
225	0.1226247891
226	0.1220633244
227	0.1216743081
228	0.1212707141
229	0.1209520498
230	0.1204727038
231	0.1199073746
232	0.1194754045
233	0.1191189237
234	0.1187303045
235	0.1183310934
236	0.1179614689
237	0.117680118
238	0.1171138086
239	0.1165872696
240	0.116212743
241	0.1159627237
242	0.1156282494
243	0.1153759686
244	0.1150384529
245	0.114663941
246	0.1141949497
247	0.1136775807
248	0.1132989151
249	0.1128973486
250	0.1125470675
251	0.1120409464
252	0.1116986255
253	0.1112329207
254	0.1109368935
255	0.1105312291
256	0.1102110125
257	0.1098572355
258	0.1095680937
259	0.1091753426
260	0.1087602749
261	0.1083313038
262	0.1078347335
263	0.1073712149
264	0.1069530519
265	0.1065956704
266	0.106270974
267	0.1059826864
268	0.1055947832
269	0.1052129877
270	0.1047824274
271	0.1043457202
272	0.1040214487
273	0.1036713885
274	0.1032658399
275	0.1028992668
276	0.1025767488
277	0.1021305853
278	0.1016698431
279	0.1013687067
280	0.1009155555
281	0.1005900845
282	0.1001822684
283	0.09986911595
284	0.09960364331
285	0.09926319025
286	0.09888840951
287	0.09847863765
288	0.09814364638
289	0.09777770698
290	0.09756432497
291	0.09720175614
292	0.09683751736
293	0.0965015742
294	0.09624929373
295	0.09599365613
296	0.09558930748
297	0.09530612066
298	0.0950395861
299	0.09469731858
300	0.0943498336
301	0.09407245229
302	0.09381855871
303	0.09348040241
304	0.0932460799
305	0.09295453503
306	0.09270824694
307	0.09237604649
308	0.09210592229
309	0.09188876259
310	0.09159689811
311	0.09128147876
312	0.09101698181
313	0.09068928672
314	0.09032260242
315	0.09009815391
316	0.08985580031
317	0.08959711712
318	0.08935736918
319	0.08908236019
320	0.08884575108
321	0.08862424974
322	0.08840627869
323	0.08811627597
324	0.08778198894
325	0.08756664674
326	0.08725716616
327	0.08704077359
328	0.08659023267
329	0.08626789202
330	0.0860338715
331	0.08580740843
332	0.08553841619
333	0.08532378132
334	0.08507477126
335	0.08479951958
336	0.08462432475
337	0.08434727357
338	0.08405321526
339	0.08383417903
340	0.08347693904
341	0.08333202997
342	0.08308039316
343	0.08283629937
344	0.08255182327
345	0.0823123029
346	0.08217174438
347	0.08196313014
348	0.08160549542
349	0.08131205424
350	0.08115396511
351	0.08093086861
352	0.08078124386
353	0.08058449069
354	0.08034521061
355	0.07998140871
356	0.07975312547
357	0.07948732341
358	0.07920916342
359	0.07900547563
360	0.0788314632
361	0.0786449114
362	0.07842908899
363	0.07821473456
364	0.07795488839
365	0.07772766074
366	0.07753071475
367	0.07725563254
368	0.07696034183
369	0.07677868947
370	0.0765638776
371	0.07637405636
372	0.07629997942
373	0.07610459382
374	0.07598532668
375	0.0758133444
376	0.07549390559
377	0.07522938881
378	0.07496572873
379	0.07475571369
380	0.07467351313
381	0.07448112333
382	0.07425416244
383	0.07408459991
384	0.07382091405
385	0.07361382487
386	0.0733877544
387	0.07317193359
388	0.07299743521
389	0.07279233134
390	0.07255876457
391	0.07238153349
392	0.0721712583
393	0.07196557296
394	0.07176106748
395	0.07162358636
396	0.07142549244
397	0.07128666443
398	0.0712356889
399	0.0710175631
400	0.07085684267
401	0.07065817979
402	0.07052246686
403	0.07036025624
404	0.07021791003
405	0.07002760922
406	0.06983498516
407	0.06965828652
408	0.06946887641
409	0.06924893596
410	0.0691034649
411	0.06903874723
412	0.06887657516
413	0.06872187133
414	0.06853093666
415	0.06829075785
416	0.06816957223
417	0.06799240986
418	0.06779255062
419	0.06758255192
420	0.06739202575
421	0.06722527764
422	0.0670163228
423	0.06685889585
424	0.06663565318
425	0.06650065584
426	0.06639346696
427	0.06621017792
428	0.06604807391
429	0.06590226143
430	0.06570716618
431	0.06553660515
432	0.06542699649
433	0.06522720746
434	0.06494722222
435	0.06478902008
436	0.06457756803
437	0.06436858999
438	0.0641963202
439	0.06406200907
440	0.06398741728
441	0.06383918157
442	0.06370293258
443	0.06360199194
444	0.06345967227
445	0.06331493596
446	0.06310384259
447	0.06297087313
448	0.0628116478
449	0.06259581538
450	0.06244932954
451	0.06231181531
452	0.06219085857
453	0.06204192218
454	0.06193564369
455	0.06175249241
456	0.06161552884
457	0.06150053309
458	0.06131770488
459	0.06117506536
460	0.06101892433
461	0.06088451448
462	0.0607810886
463	0.06061496187
464	0.06047582144
465	0.06029549114
466	0.06015842601
467	0.06006594999
468	0.05989922655
469	0.05977430933
470	0.05963350006
471	0.05955356846
472	0.05936607803
473	0.05931251968
474	0.05919994411
475	0.05911962691
476	0.05899661916
477	0.05883841294
478	0.05867756584
479	0.05856390552
480	0.05836575829
481	0.05819781933
482	0.05805178052
483	0.05793285301
484	0.05780729653
485	0.05767758453
486	0.0574746072
487	0.0573483581
488	0.05722807251
489	0.05712137491
490	0.0569859724
491	0.05682979466
492	0.05675989036
493	0.05658804199
494	0.05643378998
495	0.05630558521
496	0.05617674721
497	0.05608072937
498	0.05592881306
499	0.05580634076
500	0.05568824408
501	0.05557911406
502	0.05537232277
503	0.05525251277
504	0.05512035451
505	0.05503933347
506	0.05493989645
507	0.05478190335
508	0.05465293184
509	0.05453864563
510	0.05444347527
511	0.05430961447
512	0.05421572626
513	0.05412961248
514	0.05389801583
515	0.05377185937
516	0.05368384142
517	0.05351164888
518	0.05340606206
519	0.05328825187
520	0.05307597152
521	0.05293795636
522	0.05286465887
523	0.05277216894
524	0.05263358306
525	0.0525594324
526	0.05246427549
527	0.05232043011
528	0.05218608354
529	0.05209126029
530	0.05198527217
531	0.051907144
532	0.05178730882
533	0.05168474222
534	0.05162105203
535	0.05149708429
536	0.0513761553
537	0.05128342821
538	0.05116073695
539	0.05107231443
540	0.05098212532
541	0.05089876017
542	0.0507560268
543	0.05063674154
544	0.0505166805
545	0.05036179984
546	0.05020283437
547	0.0500990507
548	0.05001041145
549	0.0499298101
550	0.04983174098
551	0.04973879245
552	0.04965602149
553	0.04954518018
554	0.04948370566
555	0.04945211307
556	0.04934455968
557	0.04932476204
558	0.04917131844
559	0.04909699141
560	0.04901751876
561	0.04893770049
562	0.04878596859
563	0.04869272084
564	0.04859874201
565	0.0485250942
566	0.04841860167
567	0.04832226473
568	0.0482235013
569	0.04816504055
570	0.04807844401
571	0.04798732871
572	0.04786492531
573	0.04781445541
574	0.04769943966
575	0.04765452013
576	0.0475668891
577	0.04745382831
578	0.04728589111
579	0.04722022242
580	0.04713942959
581	0.04707331422
582	0.04699725495
583	0.04692265223
584	0.04680276528
585	0.04671873695
586	0.04662788928
587	0.04645831253
588	0.04635802118
589	0.04632485957
590	0.04626685644
591	0.04618052821
592	0.04609901792
593	0.04601724801
594	0.04592469597
595	0.04584953293
596	0.04578797539
597	0.04570679989
598	0.04563247174
599	0.04552642643
600	0.04544938235
601	0.04532409122
602	0.04524933324
603	0.04522311459
604	0.04502403839
605	0.04492093727
606	0.04486694434
607	0.04478268572
608	0.04470226909
609	0.04462141512
610	0.04450351138
611	0.04442897988
612	0.04440034654
613	0.0443201219
614	0.04421809624
615	0.04413295183
616	0.04401199468
617	0.04394221542
618	0.04386325131
619	0.04375973806
620	0.04369066126
621	0.04362059101
622	0.0435589913
623	0.04345732903
624	0.04331344357
625	0.04320900071
626	0.04315235143
627	0.04305937253
628	0.04296576724
629	0.04289909862
630	0.04281189998
631	0.04276822076
632	0.04268136789
633	0.04261997699
634	0.04258281495
635	0.04250830397
636	0.04241830792
637	0.04231009552
638	0.04224744203
639	0.04214750002
640	0.04211376826
641	0.04206680752
642	0.04200970013
643	0.04191251884
644	0.04180391889
645	0.04174059434
646	0.04165206309
647	0.04160548881
648	0.04158180352
649	0.04150418186
650	0.04141280627
651	0.04134224136
652	0.04126384921
653	0.04117283046
654	0.04111182008
655	0.04105010775
656	0.04098182159
657	0.04087023862
658	0.04076933325
659	0.04063404173
660	0.04054804556
661	0.0404717848
662	0.0403824349
663	0.04027338373
664	0.04023718601
665	0.04013995973
666	0.04008676443
667	0.04004065612
668	0.03999185027
669	0.03991518337
670	0.03984756648
671	0.03978115921
672	0.03972364328
673	0.03969085671
674	0.03962524352
675	0.03958274349
676	0.03949858652
677	0.03943710147
678	0.03935343694
679	0.03925180651
680	0.03919730829
681	0.03914211936
682	0.03908736069
683	0.03901658912
684	0.03891860654
685	0.03884401757
686	0.0387647215
687	0.0387324025
688	0.03865582428
689	0.03856763474
690	0.03849636948
691	0.03840776365
692	0.03832283928
693	0.03827196089
694	0.03824101226
695	0.03818779933
696	0.03813533761
697	0.03807250139
698	0.03797960443
699	0.0378945836
700	0.03783820817
701	0.03773287382
702	0.03766535166
703	0.03759632684
704	0.03757158181
705	0.03749493314
706	0.03739770474
707	0.03734118749
708	0.03724996399
709	0.03716418295
710	0.03714347875
711	0.03708722645
712	0.03705389066
713	0.03698452013
714	0.03690033384
715	0.03681347562
716	0.03675361375
717	0.03667572757
718	0.03660006222
719	0.03651961963
720	0.03646254326
721	0.0364125946
722	0.036353674
723	0.03633714486
724	0.03627362041
725	0.03620208232
726	0.03610768073
727	0.03606034665
728	0.03598787712
729	0.03593019164
730	0.03585817813
731	0.03573106765
732	0.03569244096
733	0.03557224726
734	0.035499562
735	0.03540419948
736	0.03534593557
737	0.03531043759
738	0.03522934661
739	0.03518757957
740	0.03513293278
741	0.03507037916
742	0.03499477308
743	0.03495315048
744	0.03490097341
745	0.03486360305
746	0.03485594499
747	0.03479327092
748	0.03470338479
749	0.03463732229
750	0.03458530184
751	0.03451574647
752	0.03445939576
753	0.03442142294
754	0.03439668306
755	0.0343327732
756	0.03425939296
757	0.03418378908
758	0.03408087754
759	0.03402926964
760	0.0339628231
761	0.03393186554
762	0.0338495706
763	0.0337945743
764	0.03376278577
765	0.03369547066
766	0.03362075883
767	0.03357534746
768	0.03353103672
769	0.0334281732
770	0.03337046083
771	0.03332569983
772	0.0333014478
773	0.03324865265
774	0.03315717154
775	0.03309397052
776	0.03302308198
777	0.032985273
778	0.0328970442
779	0.03286216895
780	0.03280394104
781	0.03274378185
782	0.03268152095
783	0.03264105702
784	0.03259376838
785	0.03253313583
786	0.03249422842
787	0.03243932018
788	0.03238411686
789	0.03232433623
790	0.03227965524
791	0.03222739107
792	0.03218358864
793	0.03213959169
794	0.03206075288
795	0.03205236374
796	0.03200455208
797	0.03194043465
798	0.03188372896
799	0.03183717654
800	0.03178265884
801	0.03172067297
802	0.03166784838
803	0.03160443452
804	0.03154908885
805	0.03149940167
806	0.03147302159
807	0.03142408198
808	0.03135889679
809	0.0313467898
810	0.03126732178
811	0.03121591476
812	0.03116042643
813	0.03107393182
814	0.03100406426
815	0.03097096104
816	0.03089664276
817	0.03082909745
818	0.03078889135
819	0.03074819595
820	0.03072041197
821	0.03066219933
822	0.03061877278
823	0.03056266185
824	0.03051924895
825	0.03049142826
826	0.03044206058
827	0.03032408274
828	0.03028751967
829	0.03022264182
830	0.03017710082
831	0.03011183586
832	0.03009006204
833	0.03003850738
834	0.02998932573
835	0.02996289902
836	0.02990292283
837	0.02987932468
838	0.02981345901
839	0.02976329535
840	0.02971123342
841	0.02965303854
842	0.02961868782
843	0.02957584199
844	0.02953714887
845	0.02946334595
846	0.02941347767
847	0.02936740336
848	0.02935745207
849	0.02928439024
850	0.02925385371
851	0.02917968441
852	0.02914222834
853	0.02906844993
854	0.02903108044
855	0.02897164615
856	0.02894717385
857	0.02890185062
858	0.02883495229
859	0.02879948547
860	0.02876445016
861	0.02872193427
862	0.02867885765
863	0.02863529869
864	0.028592255
865	0.02853638662
866	0.02848902004
867	0.02848342459
868	0.02842806013
869	0.02836883384
870	0.02832667753
871	0.02827231773
872	0.02826850547
873	0.02820811421
874	0.02814383971
875	0.02809494814
876	0.02806153234
877	0.02804062247
878	0.02803753626
879	0.02799373285
880	0.02795210172
881	0.02792944268
882	0.02785571064
883	0.02779061111
884	0.02776970593
885	0.02771761588
886	0.02766984394
887	0.02759964116
888	0.02755598541
889	0.02747314921
890	0.02742929137
891	0.02737401359
892	0.02733807828
893	0.02727761469
894	0.02723161211
895	0.02719582044
896	0.02711693599
897	0.02710275594
898	0.02704668011
899	0.02698122164
900	0.02692449894
901	0.02687733011
902	0.02682530842
903	0.02677581792
904	0.02677188347
905	0.02669503232
906	0.02664418998
907	0.02660112713
908	0.02656733054
909	0.02652621031
910	0.02647418562
911	0.02643636139
912	0.02642242149
913	0.02636928582
914	0.02633869691
915	0.02630725427
916	0.02626587419
917	0.0262126394
918	0.02616972595
919	0.0261206959
920	0.02608813376
921	0.02606135386
922	0.02603888351
923	0.02601585302
924	0.02596528549
925	0.02594861896
926	0.02588352684
927	0.02585528263
928	0.02584554652
929	0.0258176952
930	0.02578424233
931	0.02573789302
932	0.02571781958
933	0.02570601314
934	0.02565640944
935	0938	0.026861936	0.939	0.026937	0.025940	0.026938	0.025941	0.0939	0.02547942	0.940	0.025431943	0.941	0.025392944	0.942	0.025360945	0.943	0.025316946	0.944	0.025286947	0.945	0.025232948	0.946	0.025164949	0.947	0.025105950	0.948	0.025060951	0.949	0.025057952	0.950	0.025012953	0.951	0.024969954	0.02627115652
955	0.953	0.024877956	0.954	0.024804957	0955	0.0247466958	0.02610650274
959	0.02607299865
960	0.02604691513
961	0.02600281779
962	0.02596278152
963	0.02592047198
964	0.02587587932
965	0.02582865933
966	0.02577327484
967	0.02571800358
968	0.02568660027
969	0.02563902562
970	0.02560460301
971	0.02558028014
972	0.02553791898
973	0.02549307925
974	0.02548881112
975	0.02544492448
976	0.02540653691
977	0.02536195244
978	0.02532947008
979	0.02529791902
980	0.02525254045
981	0.02518964339
982	0.02515504262
983	0.02509722133
984	0.02504233158
985	0.02501265208
986	0.0249537197
987	0.02492062278
988	0.02488119628
989	0.02484451581
990	0.02479163891
991	0.02475989131
992	0.02472409677
993	0.02470078585
994	0.02465621723
995	0.02460873228
996	0.0245731043
997	0.02453689529
998	0.02447426328
999	0.02442696358
418
998	0.02313416585
999	0.02309476833
48
